,"Agriculture, Forestry and Fishing ;  Employed total ;",Mining ;  Employed total ;,Manufacturing ;  Employed total ;,"Electricity, Gas, Water and Waste Services ;  Employed total ;",Construction ;  Employed total ;,Wholesale Trade ;  Employed total ;,Retail Trade ;  Employed total ;,Accommodation and Food Services ;  Employed total ;,"Transport, Postal and Warehousing ;  Employed total ;",Information Media and Telecommunications ;  Employed total ;,Financial and Insurance Services ;  Employed total ;,"Rental, Hiring and Real Estate Services ;  Employed total ;","Professional, Scientific and Technical Services ;  Employed total ;",Administrative and Support Services ;  Employed total ;,Public Administration and Safety ;  Employed total ;,Education and Training ;  Employed total ;,Health Care and Social Assistance ;  Employed total ;,Arts and Recreation Services ;  Employed total ;,Other Services ;  Employed total ;,Employed total ;
Unit,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Series Type,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend
Data Type,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK
Frequency,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter
Collection Month,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Series Start,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984,Nov-1984
Series End,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024,Aug-2024
No. Obs,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
Series ID,A84090276A,A84090277C,A84090278F,A84090274W,A84090284A,A84090285C,A84090281V,A84090267X,A84090270L,A84090275X,A84090271R,A84090282W,A84090272T,A84090279J,A84090280T,A84090269C,A84090273V,A84090268A,A84090283X,A84932417T
Nov-1984,401.3,93.3,1095.4,141.7,469.5,350.2,685.1,326.7,391.5,158.5,262.9,82.0,259.7,120.1,387.5,450.6,539.4,71.5,276.0,6554.2
Feb-1985,404.7,96.3,1091.2,143.4,475.9,351.9,694.3,327.8,399.6,161.0,268.3,86.5,264.8,121.7,388.4,452.9,535.6,73.7,280.2,6601.1
May-1985,411.2,100.4,1079.5,146.0,481.1,354.3,704.8,329.9,406.6,163.5,274.9,90.9,270.3,124.0,388.5,455.6,535.7,75.8,284.9,6664.0
Aug-1985,418.1,105.3,1073.2,149.7,483.4,356.1,716.2,333.9,409.3,165.2,283.5,93.9,276.4,126.7,388.9,458.7,543.4,77.3,290.5,6741.7
Nov-1985,423.5,108.8,1081.4,153.1,482.4,357.6,729.4,339.6,407.0,165.7,292.4,93.1,283.1,130.0,391.3,461.0,560.6,77.5,297.9,6828.0
Feb-1986,425.4,108.8,1091.9,154.4,483.1,357.9,741.7,345.1,408.4,165.9,299.2,89.4,288.8,132.9,394.5,462.9,574.1,77.6,305.1,6899.3
May-1986,424.8,105.9,1089.7,152.9,487.6,358.2,752.8,349.5,417.3,166.1,302.8,86.2,293.8,134.8,397.5,467.2,576.6,78.1,308.1,6944.9
Aug-1986,423.9,103.0,1076.4,149.7,494.4,361.6,760.0,352.7,427.1,165.6,303.2,86.1,298.9,136.8,400.3,474.9,576.2,79.8,307.4,6976.9
Nov-1986,421.2,102.6,1067.7,145.3,500.9,366.2,761.7,356.1,429.7,164.6,303.1,89.1,305.1,139.4,403.2,483.3,579.8,81.9,305.6,7007.4
Feb-1987,417.0,103.9,1073.2,140.4,505.0,370.6,760.9,361.2,423.2,164.2,306.6,92.7,310.6,142.3,408.8,489.1,588.9,83.9,306.4,7045.3
May-1987,412.7,104.6,1086.4,136.6,505.1,372.8,764.7,368.2,414.5,165.0,314.5,94.2,312.9,144.3,415.2,491.3,594.9,85.6,311.7,7087.6
Aug-1987,410.7,103.3,1100.5,134.8,502.5,372.1,775.2,376.5,412.2,166.6,324.6,93.4,313.0,144.8,419.8,491.2,591.1,86.8,320.1,7133.4
Nov-1987,413.2,100.5,1110.2,134.4,502.5,374.1,789.7,384.1,415.8,167.9,331.5,93.2,315.6,145.5,421.7,490.8,586.7,87.0,328.4,7188.7
Feb-1988,420.2,98.3,1112.9,133.5,508.8,379.5,801.8,390.7,418.0,168.5,332.2,96.1,323.1,147.5,418.8,489.8,591.1,86.4,334.6,7253.6
